id	name
445	   \f:[용병 대장]
446	애쉬톤
447	던컨
448	무어
449	카나
450	   \f:[여관 대여]
451	파르보
452	   \f:[아지트 상인]
453	지타
454	렝고
455	휜
456	쥬디스
457	공금
458	   \f:[무기 상인]
459	   \f:[잡화상]
460	'청상어'단
461	무기 상점 '기적의 집'
462	아이템 샵 '풍요의 꿈'
463	무기 상점 '강철 도끼'
464	마법 상점 '샤먼의 집'
465	막사
466	경비병! 저놈들을 남김없이 죽여버려라!
467	모...목숨만은~ 목숨만은 살려주시오~~~
468	   \f:[창고지기]
469	공격 태세
470	방어 태세
471	휴식
472	경계
473	해산
474	문지기
475	근위병
476	산개
477	이 반역자들! 열을 셀동안 이곳에서 꺼지지 않으면 죽여버리겠다!
478	   \f:[대장장이]
479	우드포드
480	오포
481	로한
482	토반
483	토미
484	   \f:[용사 모집단]
485	사니타
486	엘른
487	한나
488	세겜 아투바
489	바주아 아투바
490	   \f:[용병 대장]
491	네나니 간디
492	타가 로바
493	루 두다-마라
494	아투바 오크
495	네루가 오크
496	간디 오크
497	로바 오크
498	두다-마라 오크
499	아투바의 토템
500	네루가의 토템
501	간디의 토템
502	로바의 토템
503	두다-마라의 토템
504	가스트
505	귀환 주문서
506	강화 변신 막대
507	마력 회복 물약
508	마력의 돌
509	오크 가드
510	오크 레인져
511	오크 스카우트
512	다이아몬드
513	루비
514	사파이어
515	에메랄드
516	마법 방어 사슬 갑옷
517	마법서 (힐)
518	마법서 (라이트)
519	마법서 (실드)
520	마법서 (에너지 볼트)
521	마법서 (텔레포트)
522	마법서 (큐어 포이즌)
523	마법서 (칠 터치)
524	마법서 (커스: 포이즌)
525	마법서 (인챈트 웨폰)
526	마법서 (디텍션)
527	마법서 (라이트닝)
528	마법서 (턴 언데드)
529	마법서 (익스트라 힐)
530	마법서 (커스: 블라인드)
531	마법서 (블레스드 아머)
532	마법서 (파이어볼)
533	마법서 (피지컬 인챈트: DEX)
534	마법서 (웨폰 브레이크)
535	마법서 (뱀파이어릭 터치)
536	마법서 (슬로우)
537	마법서 (커스: 패럴라이즈)
538	마법서 (콜 라이트닝)
539	마법서 (그레이터 힐)
540	마법서 (테이밍 몬스터)
541	마법서 (리무브 커스)
542	마법서 (크리에이트 좀비)
543	마법서 (피지컬 인챈트: STR)
544	마법서 (헤이스트)
545	마법서 (캔슬레이션)
546	마법서 (이럽션)
547	마법서 (힐 올)
548	마법서 (아이스 랜스)
549	마법서 (서먼 몬스터)
550	마법서 (홀리 워크)
551	마법서 (토네이도)
552	마법서 (풀 힐)
553	마법서 (파이어월)
554	마법서 (블리자드)
555	마법서 (인비지블리티)
556	마법서 (리절렉션)
557	마법서 (포스 필드)
558	마법서 (포그 오브 슬리핑)
559	마법서 (세이프 체인지)
560	마법서 (이뮨 투 함)
561	마법서 (매스 텔레포트)
562	마법서 (크리에이트 매지컬 웨폰)
563	마법서 (미티어 스트라이크)
564	마법서 (리플렉팅 풀)
565	마법서 (스톱)
566	마법서 (디스인티그레이트)
567	의
568	   \f:[창고지기]
569	마법 방어 투구
570	참나무 지팡이
571	마법사의 지팡이
572	마력의 지팡이
573	힘의 지팡이
574	물의 신의 석장
575	바람의 신의 막대
576	불의 신의 홀
577	대지의 신의 지팡이
578	아인하사드의 의지
579	그랑 카인의 뜻
580	무명 로브
581	가죽 코트
582	경화 가죽 갑옷
583	미스릴 메쉬
584	청색 로브
585	적색 코트
586	녹색 외투
587	흰색 조끼
588	황금의 법의
589	흑색 법의
590	거북이등 로브
591	요정족 장검
592	요정족 장궁
593	요정족 코트
594	요정족 메쉬
595	요정족 사슬 갑옷
596	궁도용 장갑
597	신록의 망토
598	다마스커스 검
599	에스톡
600	피묻은 장검
601	불화살
602	마법 모자
603	지혜의 판금 갑옷
604	불굴의 판금 갑옷
605	힘의 장검
606	지식의 장검
607	오크 근위병
608	아주 배가 고픕니다
609	약간 배가 고픕니다.
610	보통입니다.
611	약간 배가 부릅니다
612	아주 배가 부릅니다
613	수집
614	   \f:[펫 관리인]
615	   \f:[펫 관리인]
616	에너지 헬멧
617	빨간 양말
618	매스 텔레포트 주문서
619	가스트 로드
620	베릴
621	해피
622	메리
623	조이
624	스카이하트
625	골든 퍼
626	나이트 아이
627	라우퀴
628	다크 파이어
629	님프
630	세조
631	더 셰도우
632	더 블루
633	로즈라이데
634	레세비스
635	스틸 팡
636	로키
637	페너트레이트
638	토르
639	포세이돈
640	솔론
641	라스미나
642	스타라이트
643	루만
644	자이언트 스트렝스
645	시프
646	켈베로스
647	더 레드
648	피어스 아이
649	인드라
650	아이언 팡
651	이프리트
652	헤르메스
653	탈로스
654	헤카진
655	비슈누
656	은색의
657	부바빅
658	진
659	시바
660	더 화이트
661	네파우
662	리바이어던
663	테테시즈
664	우사스
665	킨드리에
666	바하무트
667	가드 독
668	더 블랙
669	제우스
670	헤라
671	세트
672	사쥬카그
673	아담
674	자우멘
675	이브
676	행운의 티셔츠
677	T-shirt of Eva
678	해피&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
679	메리&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
680	조이&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
681	스카이하트&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
682	골든 퍼&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
683	나이트 아이&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
684	라우퀴&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
685	다크 파이어&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
686	님프&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
687	세조&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
688	더 셰도우&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
689	더 블루&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
690	로즈라이데&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
691	레세비스&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
692	스틸 팡&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
693	로키&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
694	페너트레이트&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
695	토르&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
696	포세이돈&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
697	솔론&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
698	라스미나&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
699	스타라이트&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
700	루만&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
701	지아언트 스트렝스&nbsp;
702	시프&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
703	켈베로스&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
704	더 레드&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
705	피어스 아이&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
706	인드라&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
707	아이언 팡&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
708	이프리트&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
709	헤르메스&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
710	탈로스&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
711	헤카진&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
712	비슈누&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
713	실버&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
714	부바빅&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
715	진&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
716	시바&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
717	더 화이트&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
718	네파우&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
719	리바이어던&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
720	테테시즈&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
721	우사스&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
722	킨드리에&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
723	바하무트&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
724	가드 독&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
725	더 블랙&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
726	제우스&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
727	헤라&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
728	세트&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
729	사쥬카그&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
730	아담&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
731	자우멘&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
732	이브&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
733	에이브라함
734	튜링
735	이반
736	동물 토너먼트 표
737	밥
738	루카
739	'동물 콜롯세움' 선수 등록 마감
740	'동물 토너먼트' 선수 등록 마감
741	'동물 토너먼트' 경기 시작
742	이번 경기의 승자는
743	의
744	이제부터 8강전을 시작합니다!
745	이제부터 4강전을 시작합니다!
746	이제부터 결승전을 시작합니다!
747	참가 확인서
748	숲과 요정의 어머니
749	   \f:[아이템 제작]
750	   \f:[요정족 창고지기]
751	   \f:[마법 전수자]
752	   \f:[숲의 보호자]
753	   \f:[숲의 보호자]
754	   \f:[숲의 보호자]
755	   \f:[숲의 보호자]
756	듀펠게넌
757	펑거스
758	브롭
759	작은 활
760	판의 갈기털
761	미스릴 원석
762	정령의 돌
763	엔트의 줄기
764	버섯포자의 즙
765	오우거의 피
766	실
767	미스릴
768	페어리 더스트
769	아라크네의 거미줄
770	엔트의 껍질
771	오리하루콘
772	미스릴 실
773	미스릴 화살
774	아라크네의 허물
775	활 골무
776	페어리의 날개
777	마법의 플룻
778	나무방패
779	미스릴 판금
780	오리하루콘 판금
781	나무 갑옷
782	요정족 흉갑
783	판의 뿔
784	크로스 보우
785	단검신
786	장검신
787	오리하루콘 검신
788	요정족 판금 갑옷
789	레이피어
790	엘름의 축복
791	미스릴 도금 뿔
792	오리하루콘 도금 뿔
793	메일 브레이커
794	엔트의 열매
795	파워 글로브
796	요정족 사슬 갑옷
797	듀펠게넌의 목걸이
798	나무 줄기 옷
799	고급
800	최고급
801	마법 방어 요정족 검
802	민첩도 향상 요정족 검
803	마력 향상 요정족 검
804	인간이여. 목숨이 아까우면 빨리 이곳을 떠나라. 이곳은 신성한 곳이다.
805	   \f:[숲의 정령]
806	제길할, 너도 내 연구를 방해하러 온 놈이냐!
807	도대체 왜 세상에는 내 연구를 시샘하는 놈들이 이렇게 많은거지!
808	받아라!
809	하하하! 실력도 없는 놈이 까불기는! 당장 내 눈 앞에서 꺼져버려!
810	두고보자, 언젠가는 원수를 갚아주마!
811	   \f:[아이템 제작]
812	도에트
813	후린달렌
814	오크 주민
815	동족을 살해한 자는 자신의 피로 그 죄를 씻게 되리라.
816	1번 경기장
817	2번 경기장
818	3번 경기장
819	4번 경기장
820	모리엔
821	테아도르
822	...지금. 가지. 껍질. 없다. 나중에. 다시. 와라.
823	모든 것에는 한도가 있는 법. 나에게 실을 자을 시간을 다오.
824	갈기털이 남아나질 않겠다! 좀 있다해!
825	이런 곳에 가두었다고 나를 완전히 제어할 수 있다 생각하지 말라, 인간들이여!
826	꺼져라!
827	칫, 또 요정놈이군. 디텍션 마법으로 본거지가 발각되기 전에 일단 숨자!
828	사이하의 목걸이
829	   \f:[텔레포터]
830	   \f:[텔레포터]
831	   \f:[텔레포터]
832	잭
833	   \f:[텔레포터]
834	   \f:[텔레포터]
835	앤드류
836	브루노
837	시드니
838	   \f:[가죽 상인]
839	에반
840	   \f:[펫 상인]
841	네일
842	만델
843	제임스
844	루크
845	머윈
846	   \f:[대장장이]
847	테리
848	   \f:[가죽 세공사]
849	   \f:[옷감상인]
850	   \f:[용병 대장]
851	   \f:[거지]
852	빅터
853	넬슨
854	   \f:[안내인]
855	   \f:[나무 상인]
856	라반
857	   \f:[물약 상인]
858	   \f:[안내인]
859	   \f:[보석 상인]
